SMILEScurated,Solubility
CCCCCCOC(=O)N1C=NC2=C1C(=O)N(C)C(=O)N2C,-3.0
ClC1=CC=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2)C=C1Cl,-8.25
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C1=CC=CC=C1)C#C,-7.75
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(Cl)=C2)C=C1Cl,-7.83
CC1CC2C3CCC(O)(C(=O)COC(=O)CCC([O-])=O)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,-4.2
ClC1=CC=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2)C(Cl)=C1,-7.89
O=C(N1N=CC2=C1NC=NC2=O)C1=CC=CC=C1,-4.23
ClC1=CC=C(C=C1)C(C1=C(Cl)C=CC=C1)C(Cl)(Cl)Cl,-7.13
ClC1=CC(OC2=C(Cl)C=C(Cl)C(Cl)=C2)=CC(Cl)=C1,-8.06
ClC1=CC(OC2=CC=C(Cl)C(Cl)=C2)=C(Cl)C(Cl)=C1,-7.83
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(Cl)=C2)C(Cl)=C1,-7.61
ClC1=CC(OC2=C(Cl)C(Cl)=C(Cl)C=C2)=CC(Cl)=C1,-7.86
ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2)C=C1,-8.06
ClC1=CC(Cl)=C(OC2=CC=C(Cl)C(Cl)=C2)C(Cl)=C1,-7.62
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NC(=O)N1,-3.55
ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2)C(Cl)=C1,-7.44
ClC1=CC=C(Cl)C(OC2=C(Cl)C=C(Cl)C(Cl)=C2)=C1,-7.56
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2)C(Cl)=C1,-7.64
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC=C2Cl)C=C1Cl,-7.35
ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2Cl)C=C1,-7.77
CCCCCCCC(=O)OCN1C=NC2=C1C(=O)N(C)C(=O)N2C,-3.45
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C(Cl)=C1,-7.33
ClC1=CC(Cl)=C(OC2=CC=CC(Cl)=C2Cl)C=C1Cl,-7.48
ClC1=CC=C(Cl)C(OC2=C(Cl)C(Cl)=C(Cl)C=C2)=C1,-7.7
NC(=[NH2+])C1=CC(NC(=O)NC2=CC(=CC=C2)C(N)=[NH2+])=CC=C1,-1.77
ClC1=C(Cl)C(Cl)=C(OC2=CC=CC(Cl)=C2Cl)C=C1,-7.38
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C=C1,-7.76
ClC1=CC=C(C=C1)N1N=NC2C3CC(C4N=NC34)C12,-4.87
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC=C2Cl)C(Cl)=C1,-7.24
ClC1=CC(Cl)=C(OC2=C(Cl)C=CC=C2Cl)C=C1Cl,-7.12
ClC1=CC=CC(Cl)=C1OC1=C(Cl)C(Cl)=C(Cl)C=C1,-7.23
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)C[NH3+],-1.98
CN(C)S(=O)(=O)[N-]C1=NN=C(S1)S([NH-])(=O)=O,-2.68
ClC1=C(Cl)C(Cl)=C(OC2=CC=CC=C2)C(Cl)=C1Cl,-7.94
CCC(=O)OCSC1=C2N=CN(COC(=O)CC)C2=NC=N1,-2.78
CC(OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C([O-])=O,-5.04
CC(C([O-])=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,-4.7
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OC(C)OC(=O)C[NH3+],-2.44
OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,-5.19
CN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,-2.36
CC(=O)NC1=CC=C(C=C1)C(=O)NC1=CC=C(OC(C)=O)C=C1,-4.41
CN1C2=C(NC(=N2)C2=CC=CC=C2)C(=O)N(C)C1=O,-5.0
CCCN1C2=C(NC(=N2)C(C2CC2)C2CC2)C(=O)N(CCC)C1=O,-4.59
CCCC1=C2OC(=CC(=O)C2=C(O)C2=C1CCCC2)C([O-])=O,-2.68
CC1(C)SC2C(NC(=O)C([NH3+])C3=CC=CC=C3)C(=O)N2C1C([O-])=O,-1.99
CC(C)C1(O)CC[NH+]2CC3C4=C(CCC5=C3C(=CC=C5)C2C1)C=CC=C4,-3.81
CC1OC(OC2CC3OC(O)(CC(O)C3C([O-])=O)CC(O)CC3OC3C=CC(=O)OC(C)CC=CC=CC=CC=C2)C(O)C([NH3+])C1O,-2.21
CCN1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CC[NH2+]CC1)C(F)=C2,-2.76
CCCC(=O)OCSC1=C2N=CN(COC(=O)CCC)C2=NC=N1,-3.71
CC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CC=CC=C1)C2=O)C([O-])=O,-1.58
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,-3.59
CCCN1C2=C(NC(=N2)C2CCC(=O)C2)C(=O)N(CCC)C1=O,-3.16
ClC1=CC(OC2=C(Cl)C(Cl)=C(Cl)C=C2)=CC(Cl)=C1Cl,-8.49
CC(C)C1(C)N=C(NC1=O)C1=NC2=CC=CC=C2C=C1C([O-])=O,-3.72
CC(=O)OCN1C=C(F)C(=O)N(C(=O)C2=CC=CC=C2)C1=O,-3.34
CC1=NC=C(N1CCOC(=O)C1=CC=C(CN2CCOCC2)C=C1)[N+]([O-])=O,-2.89
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(Cl)C(Cl)=C1,-4.94
COC1=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C(N)C=C1,-5.08
CCN1C=C(C([O-])=O)C(=O)C2=C1N=C(N1CC[NH2+]CC1)C(F)=C2,-2.92
CN(C)S(=O)(=O)N=C1SC(=NN1C)S(N)(=O)=O,-2.7
ClC1=CC(OC2=CC(Cl)=C(Cl)C=C2Cl)=C(Cl)C(Cl)=C1,-8.41
ClC1=CC(Cl)=C(Cl)C(OC2=C(Cl)C(Cl)=C(Cl)C=C2)=C1,-8.55
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C=C1Cl,-8.3
ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2Cl)C=C1,-8.47
CCOC(=O)C1=CN=C([N-]S(=O)(=O)C2=CC=CC=C2)C=C1,-4.24
CC(=O)OC1=CC=C(CC(NC(=O)C2=CC=CC=C2)C(N)=O)C=C1,-3.89
ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=CC=C2Cl)C=C1Cl,-7.88
CN(CC(=O)NCCC(=O)[N-]C1=NN=C(S1)S(N)(=O)=O)C(N)=[NH2+],-1.13
CN1C2=C(NC(C=CC3=CC=CC=C3)=N2)C(=O)N(C)C1=O,-6.66
ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C=C1,-8.42
ClC1=C(Cl)C(Cl)=C(OC2=C(Cl)C=CC(Cl)=C2Cl)C=C1,-7.96
CCC(CC1=C(I)C(N)=C(I)C=C1I)C([O-])=O,-4.58
CN1N=C(SC1=NS(=O)(=O)C(F)(F)F)S(N)(=O)=O,-1.16
CN1C(=NC2=C1C(=O)N(C)C(=O)N2C)C1=CC=CC=C1,-3.31
CN(CC1=CC=C(OCCN2CCOCC2)C=C1)C(=O)C1=CC=C(O1)[N+]([O-])=O,-2.29
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC(=O)N(CC=C)C=C1,-3.11
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CS1,-3.43
CC(C)N1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,-3.17
CCNC(=O)OC1=C([O-])C(=CC(C=C(C#N)C(=O)N(CC)CC)=C1)[N+]([O-])=O,-3.18
CCCCC(=O)OCSC1=C2N=CN(COC(=O)CCCC)C2=NC=N1,-4.33
COC1=CC=C(NS(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.64
CC1(C)SC2C(NC(=O)C([NH3+])C3=CC=C(O)C=C3)C(=O)N2C1C([O-])=O,-2.17
CCCN1C2=C(NC(=N2)C23CC4CC2CC(C3)C4)C(=O)N(CCC)C1=O,-5.85
CN1C=C(C(N)=O)C(NC2=C(F)C=C(Br)C=C2)=C(F)C1=O,-4.14
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)C([NH3+])CC(C)C,-3.82
CCCCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,-3.09
CCC(C)C([NH3+])C(=O)OCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-3.82
FC1=CC=CC(F)=C1C1SCC2=NC3=CC=CC=C3N12,-3.76
CCN(CC)C(=O)CCC(=O)OCN1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.14
CC(C)CN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,-3.11
CCCC(=O)OCN1C=C(F)C(=O)N(C(=O)C2=CC=CC=C2)C1=O,-3.73
CNN1C=C(C([O-])=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,-3.73
CC(C)(C)C(=O)OC1=CC=C2N=C(SC2=C1)S(N)(=O)=O,-3.73
CCC(C)N1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,-2.76
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)CN1CCOCC1,-4.3
ClC1=CC=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-8.9
ClC1=CC(=CC(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,-9.1
CCCOC(=O)N1C2CN3C4=C(C(COC(N)=O)C3(OC)C12)C(=O)C(N)=C(C)C4=O,-3.48
CN1C(C=CC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,-5.55
CCC(C)C([NH3+])C(=O)OCCCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-4.52
COC1=CC2=C(C=C1OC)C13CC[NH+]4CC5=CCOC6CC(=O)N2C1C6C5CC34,-2.79
ClC1=CC(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2)=CC(Cl)=C1Cl,-9.54
C1CC2=CC3=C(C=C4C=CC=CC4=C3)C3=C2C1=CC=C3,-2.97
CC(C)OC1=CC=C(C=C1)C(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1,-4.3
CSC1=CC=C2OC3=C(C=C(C=C3)C([O-])=O)C(=O)C2=C1,-5.32
CCN1C=C(C([O-])=O)C(=O)C2=C1C(F)=C(N1CC[NH2+]C(C)C1)C(F)=C2,-2.33
CC[NH+]1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C([O-])=O,-3.18
[O-]C(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,-2.24
CC(=O)NC1=C(I)C=C(I)C(C([O-])=O)=C1I,-2.64
ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1,-9.64
CCN(CC)C(=O)NC1CN(C)C2CC3=C(Br)NC4=CC=CC(=C34)C2=C1,-4.38
O=C1OC(C2=C1C=CC=C2)(C1=CC=CC=C1)C1=CC=CC=C1,-3.85
C[NH+]1CC2CC1CN2C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C([O-])=O,-2.9
OC1=CC([O-])=CC2=C1C(=O)C=C(O2)C1=CC(O)=C(O)C=C1,-3.61
CCCC1=C(O)N2N(C1=O)C(=[NH+]C1=CC=C(C)C=C21)N(C)C,-3.63
CCCCC1=CC2=CC3=C(C=CC4=C3C=CC=C4)C=C2C=C1,-7.52
COC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CCC=CC1)C2=O)C([O-])=O,-1.89
C[NH2+]CC(=O)NC1=C(C=C(C(Cl)=C1)S(N)(=O)=O)S(N)(=O)=O,-1.27
CC1=C2C=C(Cl)C=CC2=CC2=C1C=CC1=C2C=CC=C1,-7.44
CC(C)OC(=O)CC(C(=O)OC(C)C)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,-4.29
CN1CCN(CC1)C1=C(F)C2=C(C=C1F)C(=O)C(=CN2CCF)C([O-])=O,-2.73
CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C([O-])=O)C3=O,-3.78
CCN1C=CC(NS(=O)(=O)C2=CC=C(NC(C)=O)C=C2)=NC1=O,-2.71
CCC1=NN=C([N-]S(=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1,-3.4
CONC(=O)C1=CN(C)C(=O)C(C)=C1NC1=CC=C(Br)C=C1F,-3.28
CCOP(=O)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,-3.18
C[NH+](C)CC1=CC=C(C=C1)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,-2.47
OCC(CO)C(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,-2.21
CC(C(=O)OCC(=O)N(C)CC(N)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,-2.42
CCCCCC1=C2C=CC=CC2=CC2=C1C=CC1=C2C=CC=C1,-8.57
ClC1=CC(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C(Cl)C(Cl)=C1Cl,-10.1
CCONC(=O)C1=CN(C)C(=O)C(C)=C1NC1=C(F)C=C(Br)C=C1,-3.82
CCCCCCCC(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,-6.52
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1Br)[N+]([O-])=O,-4.78
CS(=O)C1=CC=C2OC3=C(C=C(C=C3)C([O-])=O)C(=O)C2=C1,-5.02
CSC1=CC=C(C=C1)C(=O)C1=C2OC=CC2=CC(CC([O-])=O)=C1,-5.51
COC1=NC(C)=NC(NC(=O)[N-]S(=O)(=O)C2=CC=CC=C2Cl)=N1,-1.71
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC=CC=C2)S1,-2.9
CCONC(=O)C1=CN(C)C(=O)C(F)=C1NC1=CC=C(Br)C=C1F,-4.19
ClC1=CC2=C(C3=C(O2)C(Cl)=C(Cl)C(Cl)=C3)C(Cl)=C1Cl,-10.3
OC1=CC=C(C=C1O)C1=C(O)C(=O)C2=C(O1)C=C([O-])C=C2O,-1.99
ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,-5.08
CN1C(=O)N(C)C2=NC3=C(N=C2C1=O)C(=O)N(C)C(=O)N3C,-3.31
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)CC2=CC=CC=C2)S1,-2.7
COC(=O)C(=CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,-4.57
CC1(O)CC(C2=CC=C(Cl)C=C2)C2=C(O1)C1=C(OC2=O)C=CC=C1,-5.84
CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,-4.52
CN1C=C(C(=O)NOCCO)C(NC2=C(F)C=C(Br)C=C2)=C(C)C1=O,-2.96
NS(=O)(=O)C1=NC2=CC=C(OCCOC(=O)CNC(=O)C[NH3+])C=C2S1,-1.3
CC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S(N)(=O)=O,-1.22
CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C([O-])=O)S(N)(=O)=O,-3.56
CC1CN(CC(C)[NH2+]1)C1=C(F)C2=C(C(N)=C1F)C(=O)C(=CN2C1CC1)C([O-])=O,-3.37
OCC(O)COC(=O)C1=C(NC2=C3C=CC(Cl)=CC3=NC=C2)C=CC=C1,-4.54
NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S(N)(=O)=O,-1.5
CCC(=C(C1=CC=CC=C1)C1=CC=C(OCC[NH+](C)C)C=C1)C1=CC=CC=C1,-8.49
NC1=CC=CC(=C1)S(=O)(=O)[N-]C1=NN=C(S1)S(N)(=O)=O,-1.54
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,-4.13
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(=O)(=O)NS(C)=C)[N+]([O-])=O,-4.86
CC1(C)SC2C(NC(=O)C([NH3+])C3=CC=C(N)C=C3)C(=O)N2C1C1=NN=N[N-]1,-1.57
NS(=O)(=O)C1=NN=C([N-]C(=O)C2=C(F)C(F)=C(F)C(F)=C2F)S1,-1.37
CCC[NH+](CCC)CC1=CC=CC(=C1)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,-0.35
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC=C(Cl)C=C2)S1,-2.01
NS(=O)(=O)C1=CC=C(CNC(=S)NC(C(O)C2=CC=CC=C2)C([O-])=O)C=C1,-1.29
CN1N=C(SC1=NS(=O)(=O)CC1=CC=CC=C1)S(N)(=O)=O,-2.48
COC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S(N)(=O)=O,-2.25
COC1=CC2=NC(=[NH+]C(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1,-5.09
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(C)C=C1)S(N)(=O)=O,-2.84
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)C(N)CC1=CC=CC=C1,-3.75
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,-0.91
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC(=O)N(CC2=CC=CC=C2)C=C1,-4.8
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(F)C=C1)S(N)(=O)=O,-2.03
CCN(C1CC(C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O)C(=O)C[NH2+]C,-1.21
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(N)C=C1)S(N)(=O)=O,-2.5
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C#C,-8.11
CN1N=C(SC1=NS(=O)(=O)C1=CC=CC(N)=C1)S(N)(=O)=O,-2.45
CC1=CC(C)=C(C(C)=C1)S(=O)(=O)[N-]C1=NN=C(S1)S(N)(=O)=O,-2.7
CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,-3.79
CC1C(NC(=O)C(=NOC(C)(C)C([O-])=O)C2=CSC(N)=N2)C(=O)N1S([O-])(=O)=O,-1.64
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OC(C)OC(=O)C(N)CC1=CC=CC=C1,-3.5
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC=C(Br)C=C2)S1,-2.13
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(Cl)C=C1)S(N)(=O)=O,-2.44
CC(=O)N1CCN(CC1)C(=O)C=CC1=CC(Cl)=C(SC2=CC3=C(OCCO3)C=C2)C=C1,-2.05
COC1=CC2=NC=NC(N3CCN(CC3)C(=S)NCC3=CC=CO3)=C2C=C1OC,-5.63
COC1=CC2=NC=NC(N3CCN(CC3)C(=O)NC3=CSC=C3)=C2C=C1OC,-5.3
NS(=O)(=O)C1=CC=C(NC2=NC(NC(=O)C3=CC=CN=C3)=NC=C2)C=C1,-1.27
CC(=O)NC1=C(I)C(C([O-])=O)=C(I)C(NC(C)=O)=C1I,-2.01
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)C#C,-6.84
COC1=CC=C(C=C1)S(=O)(=O)N=C1SC(=NN1C)S(N)(=O)=O,-2.76
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)S1,-1.33
NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1NC(=O)CNC(=O)C[NH3+])S(N)(=O)=O,-1.23
CN(C)C1=C2CC3CC4C([NH+](C)C)C(=O)[C-](C(N)=O)C(=O)C4(O)C(O)=C3C(=O)C2=C(O)C=C1,-0.94
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC(=CC=C2)[N+]([O-])=O)S1,-1.46
CC(C)C1=C(SC2=C(C=C(C=CC(=O)N3CCN(CC3)C(C)=O)C=C2)[N+]([O-])=O)C=CC=C1,-2.7
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=C(C=CC=C2)C([O-])=O)S1,-2.32
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S(N)(=O)=O,-1.62
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=C(C=CC=C2)[N+]([O-])=O)S1,-1.82
CC(=O)N1CCN(CC1)C(=O)C=CC1=CC(Cl)=C(SC2=CC=C3NC=CC3=C2)C=C1,-2.74
CN1N=C(SC1=NS(=O)(=O)C1=C(C)C=C(C)C=C1C)S(N)(=O)=O,-3.0
COC1=CC(OC)=NC(NC(=O)[N-]S(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1,-3.97
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC=C(I)C=C2)S1,-2.2
COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CC[NH+](C)C)C(=O)C1OC(C)=O,-2.95
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(Br)C=C1)S(N)(=O)=O,-2.51
COC(=O)C1=C(C=CS1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(OC)=N1,-3.19
C[NH+]1CCC(C(O)C1)C1=C([O-])C=C(O)C2=C1OC(=CC2=O)C1=C(Cl)C=CC=C1,-4.26
FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=C(F)C=CC=C1,-8.4
CN1C(C(=O)NC2=NC=CC=C2)=C([O-])C2=C(C=CS2)S1(=O)=O,-3.88
[NH3+]CC(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S([NH-])(=O)=O,-1.19
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)S(N)(=O)=O,-2.7
CN1N=C(SC1=NS(=O)(=O)C1=CC=CC(=C1)[N+]([O-])=O)S(N)(=O)=O,-2.67
C[NH+]1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1)C([O-])=O,-3.82
CCNC1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,-2.95
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(NC(C)=O)C=C1)S(N)(=O)=O,-1.69
CN1N=C(SC1=NS(=O)(=O)C1=C(C=CC=C1)C([O-])=O)S(N)(=O)=O,-2.51
OC1=C(C=C(C=C1)N=NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=CC=CC=N1)C([O-])=O,-6.14
CCCCC(=O)N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=N[N-]1)C(C(C)C)C([O-])=O,-4.2
CN1N=C(SC1=NS(=O)(=O)C1=CC=CC=C1[N+]([O-])=O)S(N)(=O)=O,-2.79
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC(=C(Cl)C=C2)[N+]([O-])=O)S1,-1.99
COC1=CC2=NC=NC(N3CCN(CC3)C(=O)NC3=CC=C(C=C3)[N+]([O-])=O)=C2C=C1OC,-6.95
[O-]C(=O)C1=CC=CC=C1C1=C2C=CC(=O)C=C2OC2=C1C=CC([O-])=C2,-3.82
COC1=C(N=CN=C1)N1CC[NH+](CCC2=CNC3=CC=C(CS(=O)(=O)N(C)C)C=C23)CC1,-3.76
CN1N=C(SC1=NS(=O)(=O)C1=CC=C(I)C=C1)S(N)(=O)=O,-2.77
CC1=NN=C(SCC2=C(N3C(SC2)C(NC(=O)CN2C=NN=N2)C3=O)C([O-])=O)S1,-2.62
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1,-3.62
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=C(F)C(F)=C(F)C(F)=C2F)S1,-1.21
CN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)C(O)C1=CC=CC=C1)C2=O)C([O-])=O,-0.14
CC1=C(C([O-])=O)C2=CC(F)=CC=C2N=C1C1=CC=C(C=C1)C1=C(F)C=CC=C1,-6.39
FC(F)(F)N=C1SC(=NC2=CC=CC=C2)N(C1=NC(F)(F)F)C1=CC=CC=C1,-5.42
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC1=CC=CC=C1)NC(=O)CC1=CC=CC=C1,-3.72
CC1CN(CC[NH2+]1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C([O-])=O,-3.8
CC1=CC=C(C=C1)C(=O)NC(CC1=CC=CC=C1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC(C)(C)C,-4.11
NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)NC(CCC([O-])=O)C([O-])=O)=N2,-5.44
[NH3+]C1C2CN(CC12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C([O-])=O,-4.53
CN1N=C(SC1=NS(=O)(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O)S(N)(=O)=O,-2.47
NS(=O)(=O)C1=CC=C(NC2=NC([N-]S(=O)(=O)C3=CC=CC=C3)=NC=C2)C=C1,-2.55
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,-1.84
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC1=CC=CC=C1)NC(=O)COC1=CC=CC=C1,-3.83
NS(=O)(=O)C1=CC=C(NC2=CC=NC([N-]S(=O)(=O)CC3=CC=CC=C3)=N2)C=C1,-2.7
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC1=CC=CC=C1)NC(=O)C1=CC=C(Cl)C=C1,-4.28
NS(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)S1,-2.91
COC1=CC=C(C=C1)C(=O)NC(CC1=CC=CC=C1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC(C)(C)C,-4.11
[NH3+]CC(=O)NCC(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S([NH-])(=O)=O,-1.29
COC(=O)C1=C(C(C)=CC=C1)S(=O)(=O)[N-]C(=O)NC1=NC(=NC(OCC(F)(F)F)=N1)N(C)C,-5.69
