ID,NAME,SMILES,SDi,Reference,EXTERNALID,CASRN,ARTICLEID,Temperature
CpId_32188,"2,4,4',6-TETRACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32189,N-(3'-NITROPHENYL)ANTHRANILIC  ACID;  3'-NITROFENAMIC ACID,O=C([O-])c1ccccc1Nc1cccc([N+](=O)[O-])c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32190,"2,3,3',4-TETRACHLORODIPHENYL  ETHER",Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32191,"2,2',4,5'-TETRACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)ccc2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32193,7-(PROPOXYCARBONYL)THEOPHYLLINE,CCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32194,"2,3',4',6-TETRACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)cccc2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32195,"2,2',3,4'-TETRACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cccc(Cl)c2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32196,"1,4-Dimethyl-2-propyl-1,2,3,4-tetrahydro-2,4a,9-triazaanthracen-10-one",CCCN1CC(C)n2c(nc3ccccc3c2=O)C1C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32197,"2,3,4',6-TETRACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32199,"3-(AZIRIDIN-1-YL)-4,6-DINITRO-N-(tert-BUTYL)BENZAMIDE",CC(C)(C)NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32200,7-(BUTYRYLOXYMETHYL)THEOPHYLLINE;  7-(Butanoyloxymethyl)theophylline,CCCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32201,"2,2',4,5-TETRACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Oc2ccccc2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32203,"2,2',3,4-TETRACHLORODIPHENYL  ETHER",Clc1ccccc1Oc1ccc(Cl)c(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32204,1-(2-METHYLMORPHOLIN-4-YL)SULFONYL-3-(6-BICYCLO[2.2.1]-2-HEPTENYLMETHYL)UREA,CC1CN(S(=O)(=O)[N-]C(=O)NCC2CC3C=CC2C3)CCO1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32205,"2,3,4,5-TETRACHLORODIPHENYL  ETHER",Clc1cc(Oc2ccccc2)c(Cl)c(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32206,"3-(AZIRIDIN-1-YL)-4,6-DINITRO-N,N-(DIETHYL)BENZAMIDE",CCN(CC)C(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32208,(+)-Pancratistatin,O=C1NC2C(O)C(O)C(O)C(O)C2c2cc3c(c(O)c21)OCO3,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32209,"2,3,4,6-TETRACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Oc2ccccc2)c(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32210,Flumequine,CC1CCc2cc(F)cc3c(=O)c(C(=O)[O-])cn1c23,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32211,"2,3,5,6-TETRACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32213,7-(BUTOXYCARBONYL)THEOPHYLLINE,CCCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32214,7-(PENTANOYLOXYMETHYL)THEOPHYLLINE,CCCCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32215,"5-CREATINYLAMIDO-2-Sulfamoyl-1,3,4-THIADIAZOLE",CN(CC(=O)[N-]c1nnc(S([NH-])(=O)=O)s1)C(N)=[NH2+],-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32217,CHLORZOXAZONE-N-METHYL HEMISUCCINATE,O=C([O-])CCC(=O)OCn1c(=O)oc2ccc(Cl)cc21,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32220,CINCHONINONE,C=CC1C[NH+]2CCC1CC2C(=O)c1ccnc2ccccc12,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32221,"1-[3-(AZIRIDIN-1-YL)-4,6-DINITROBENZOYL]PIPERIDINE",O=C(c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-])N1CCCCC1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32226,7-(HEXANOYLOXYMETHYL)THEOPHYLLINE,CCCCCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32227,6-Acetyloxymethylthio-9-acetyloxymethylpurine,CC(=O)OCSc1ncnc2c1ncn2COC(C)=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32229,"N-[3-(AZIRIDIN-1-YL)-4,6-DINITROBENZOYL]MORPHOLINE",O=C(c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-])N1CCOCC1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32233,"2-SULFAMOYL-4-METHYL-5-MESYLIMIDO-1,3,4-THIADIAZOLINE;  NR.29",Cn1nc(S(N)(=O)=O)sc1=NS(C)(=O)=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32239,"2,2',3,3',5-Pentachlorobiphenyl",Clc1cc(Cl)c(Cl)c(-c2cccc(Cl)c2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32244,"1,3-dipropyl-8-cyclopentylxanthine",CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32245,"TOLCAPONE;  3,4-DIHYDROXY-4'-METHYL-5-NITROBENZOPHENONE",Cc1ccc(C(=O)c2cc(O)c([O-])c([N+](=O)[O-])c2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32247,"SULFATROXAZOLE;  4,5-DIMETHYL-3-SULFAISOXAZOLE",Cc1onc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32248,PROXICROMIL ANALOG II;  Deshydroxyproxicromil,CCCc1c2c(cc3c(=O)cc(C(=O)[O-])oc13)CCCC2,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32250,7-(HEXYLOXYCARBONYL)THEOPHYLLINE,CCCCCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32252,"3,3',4,4',5-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32253,NORETHINDRONE BENZOATE,C#CC1(OC(=O)c2ccccc2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32254,"2,3',4,4',5-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32255,METHYLPREDNISOLONE-21-HEMISUCCINATE,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)[O-])C2(C)C=CC(=O)C=C12,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32256,"2',3,4,4',5-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32259,"2,3',4,5,5'-PENTACHLORODIPHENYL  ETHER",Clc1cc(Cl)cc(Oc2cc(Cl)c(Cl)cc2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32260,"2,3,3',4',5-PENTACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Cl)c(Oc2ccc(Cl)c(Cl)c2)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32261,"2,2',4,4',5-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32262,"2,3,3',4,5'-PENTACHLORODIPHENYL  ETHER",Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32263,"2,3,4,4',5-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32264,"2,3',4,4',6-PENTACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32266,4-SULFAPYRIMIDIN-2-ONE,Nc1ccc(S(=O)(=O)Nc2cc[nH]c(=O)n2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32268,"2,2',4,5,5'-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32269,"2,2',3,4',5-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32270,"2,3,3',4',6-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32271,"2,3,4,4',6-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32272,THEOPHYLLIN-7-YLMETHYL OCTANOATE;  7-(Octanoyloxymethyl)theophylline,CCCCCCCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32273,"2,2',4,4',6-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32274,"2,2',3',4,5-PENTACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Oc2cccc(Cl)c2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32275,"2,2',3,4,5'-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32276,"Amicarbalide;  N,N'-Di(3-amidinophenyl)urea",NC(=[NH2+])c1cccc(NC(=O)Nc2cccc(C(N)=[NH2+])c2)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32277,"2,2',3,3',4-PENTACHLORODIPHENYL  ETHER",Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32278,"2,3,4',5,6-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32279,Tetcyclacis,Clc1ccc(N2N=NC3C4CC(C5N=NC45)C32)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32280,"2,2',3,4',6-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32281,"2,2',4,5,6'-PENTACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Oc2c(Cl)cccc2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32282,"2,2',3,4,6'-PENTACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32283,Naproxen 2-(2-aminoacetoxy)ethyl ester,COc1ccc2cc(C(C)C(=O)OCCOC(=O)C[NH3+])ccc2c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32284,"2-SULFAMOYL-5-(N,N-DIMETHYLSULFAMOYLAMIDO)-1,3,4-THIADIAZOLE",CN(C)S(=O)(=O)[N-]c1nnc(S([NH-])(=O)=O)s1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32285,"2,3,4,5,6-PENTACHLORODIPHENYL  ETHER",Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32286,"S6,9-BIS(PROPanoYLOXYMETHYL)-6-MERCAPTOPURINE",CCC(=O)OCSc1ncnc2c1ncn2COC(=O)CC,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32291,Carprofen;  6-Chloro-alpha-methyl-9H-carbazole-2-acetic acid,CC(C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32294,Naproxen 1-(2-aminoacetoxy)ethyl ester,COc1ccc2cc(C(C)C(=O)OC(C)OC(=O)C[NH3+])ccc2c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32295,"DANTHRON;  1,8-DIHYDROXYANTHRAQUINONE",O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32296,1-METHYL-4-SULFAPYRIMIDIN-2-ONE,Cn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32299,Acetic acid 4-(4-acetylaminobenzoylamino)phenyl ester,CC(=O)Nc1ccc(C(=O)Nc2ccc(OC(C)=O)cc2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32300,8-Phenyltheophylline,Cn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32301,"1,3-DIPROPYL-8-DICYCLOPROPYLMETHYLXANTHINE",CCCn1c(=O)c2[nH]c(C(C3CC3)C3CC3)nc2n(CCC)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32302,Proxicromil,CCCc1c2c(c(O)c3c(=O)cc(C(=O)[O-])oc13)CCCC2,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32304,DEXCLAMOL,CC(C)C1(O)CC[NH+]2CC3c4ccccc4CCc4cccc(c43)C2C1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32307,"S6,9-BIS(BUTANOYLOXYMETHYL)-6-MERCAPTOPURINE; 9-(Butanoyloxymethyl)-6-(butanoyloxymethylthio)purine",CCCC(=O)OCSc1ncnc2c1ncn2COC(=O)CCC,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32308,Cephalexin,CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C([NH3+])c3ccccc3)C2SC1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32309,N4-ACETYLSULFADIAZINE,CC(=O)Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32311,"1,3-Dipropyl-8-(3-oxocyclopentyl)xanthine",CCCn1c(=O)c2[nH]c(C3CCC(=O)C3)nc2n(CCC)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32312,"2,3,3',4,4',5'-HEXACHLORODIPHENYL  ETHER",Clc1cc(Oc2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32314,1-ACETOXYMETHYL-3-BENZOYL-5-FLUOROURACIL,CC(=O)OCn1cc(F)c(=O)n(C(=O)c2ccccc2)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32315,O-[(4-MORPHOLINOMETHYL)BENZOYL]METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccc(CN2CCOCC2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32316,"N1-(3,4-DICHLOROPHENYL)SULFANILAMIDE;  3,4-Dichloro-1-sulfabenzene",Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32317,5-AMINO-2-METHOXY-SULFABENZENE,COc1ccc(N)cc1NS(=O)(=O)c1ccc(N)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32318,enoxacin,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32319,"5-[(N,N-DIMETHYLAMINOSULFONYL)IMIDO]-4-METHYL-2-AMINOSULFONYL-1,3,4-THIADIAZOLINE",CN(C)S(=O)(=O)N=c1sc(S(N)(=O)=O)nn1C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32320,"2,2',3,4',5,5'-HEXACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32322,"2,2',3,3',4,5'-HEXACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32324,"2,3,3',4',5,6-HEXACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32325,"2,2',3,4,4',6-HEXACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32326,N-(5-ETHOXYCARBONYLPYRIDIN-2-YL)BENZENESULFONAMIDE,CCOC(=O)c1ccc([N-]S(=O)(=O)c2ccccc2)nc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32327,N-BENZOYL-O-ACETYL-L-TYROSINAMIDE,CC(=O)Oc1ccc(CC(NC(=O)c2ccccc2)C(N)=O)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32328,"2,2',3,4',5',6-HEXACHLORODIPHENYL  ETHER",Clc1cc(Cl)c(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32330,"3-[2-(N-Methylguanidino)-acetylamino]-N-(5-sulfamoyl-[1,3,4]thiadiazol-2-yl)propionamide",CN(CC(=O)NCCC(=O)[N-]c1nnc(S(N)(=O)=O)s1)C(N)=[NH2+],-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32331,8-STYRYLTHEOPHYLLINE,Cn1c(=O)c2[nH]c(C=Cc3ccccc3)nc2n(C)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32332,"2,2',3,4',5,6-HEXACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32333,"2,2',3,3',4,6'-HEXACHLORODIPHENYL  ETHER",Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32334,Iopanoic acid,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)[O-],-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32335,METHAZOLAMIDE ANALOG A14,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)C(F)(F)F,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32338,8-PHENYLCAFFEINE,Cn1c(=O)c2c(nc(-c3ccccc3)n2C)n(C)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32339,Nitrofuranylamide derivative (Lee 952);  N-Methyl-N-[4-(2-morpholin-4-ylethoxy)benzyl]-5-nitro-2-furamide,CN(Cc1ccc(OCCN2CCOCC2)cc1)C(=O)c1ccc([N+](=O)[O-])o1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32341,N1-(1-ALLYL-2-OXOPYRIMIDIN-4-YL)SULFANILAMIDE;  1-Allyl-4-sulfapyrimidin-2-one,C=CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32343,2-(N4-ACETYL)SULFATHIAZOLE,CC(=O)Nc1ccc(S(=O)(=O)[N-]c2nccs2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32344,N1-(1-ISOPROPYL-2-OXOPYRIMIDIN-4-YL)SULFANILAMIDE;  1-Isopropyl-4-sulfapyrimidin-2-one,CC(C)n1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32348,"ENTACAPONE ANALOG (2a);  (E)-2-Cyano-N,N-diethyl-3-[3-N-ethylcarbamoyloxy-4-hydroxy-5-nitrophenyl]propenamide",CCNC(=O)Oc1cc(C=C(C#N)C(=O)N(CC)CC)cc([N+](=O)[O-])c1[O-],-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32350,"S6,9-BIS(PENTANOYLOXYMETHYL)-6-MERCAPTOPURINE; 9-(Pentanoyloxymethyl)-6-(pentanoyloxymethylthio)purine",CCCCC(=O)OCSc1ncnc2c1ncn2COC(=O)CCCC,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32352,4-NITRO-N-(4-methoxyphenyl)BENZENESULFONAMIDE;  1-(4-Nitrophenylsulfonamido)-4-methoxybenzene,COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32354,"1,3-Dipropyl-8-(3-noradamantyl)xanthine",CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32355,"4-(4-Bromo-2-fluorophenylamino)-5-fluoro-1-methyl-6-oxo-1,6-dihydropyridine-3-carboxamide",Cn1cc(C(N)=O)c(Nc2ccc(Br)cc2F)c(F)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32356,"NAPROXEN,  DERIVAT 3B",COc1ccc2cc(C(C)C(=O)OCCOC(=O)C([NH3+])CC(C)C)ccc2c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32357,N1-(1-BUTYL-2-OXOPYRIMIDIN-4-YL)SULFANILAMIDE;  1-Butyl-4-sulfapyrimidin-2-one,CCCCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32358,"NAPROXEN,  DERIVAT 3C",CCC(C)C([NH3+])C(=O)OCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32359,"1-(2,6-DIFLUOROPHENYL)-1H,3H-THIAZOLO[3,4-a]BENZIMIDAZOLE;  NSC 625487",Fc1cccc(F)c1C1SCc2nc3ccccc3n21,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32360,"THEOPHYLLIN-7-YLMETHYL 3-(N,N-DIETHYLCARBAMOYL)PROPIONATE; N,N-Diethylsuccinamic acid theophyllin-7-ylmethyl ester",CCN(CC)C(=O)CCC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32363,N1-(1-ISOBUTYL-2-OXOPYRIMIDIN-4-YL)SULFANILAMIDE;  1-Isobutyl-4-sulfapyrimidin-2-one,CC(C)Cn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32364,3-Benzoyl-1-butanoyloxymethyl-5-fluorouracil,CCCC(=O)OCn1cc(F)c(=O)n(C(=O)c2ccccc2)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32365,Amifloxacin,CNn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32367,"6-(2,2-Dimethylpropanoyloxy)-2-sulfamoylbenzothiazole",CC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32368,N1-(1-sec-BUTYL-2-OXOPYRIMIDIN-4-YL)SULFANILAMIDE;  1-sec-Butyl-4-sulfapyrimidin-2-one,CCC(C)n1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32370,"NAPROXEN,  ESTER 3A",COc1ccc2cc(C(C)C(=O)OCCOC(=O)CN3CCOCC3)ccc2c1,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32371,"2,3,3',4,4',5,6-Heptachlorobiphenyl",Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32373,Mitomycin C N-Propoxycarbonyl derivative,CCCOC(=O)N1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
CpId_32377,8-STYRYLCAFFEINE,Cn1c(=O)c2c(nc(C=Cc3ccccc3)n2C)n(C)c1=O,-1.0,Raevsky et al. 2014,None,None,A112076,25.0
